Itemname,ItemName,Category,Tags,PriceTags
METOLAR XR-50 CAP,metolar xr-50 cap,tablets,1*15,74.16
METOMAC 50,metomac 50,tablets,10TAB,40.395
METOSARTAN 25,metosartan 25,tablets,10TAB,119.42
METOSARTAN 50,metosartan 50,tablets,10TAB,145.5
METPURE AM 5,metpure am 5,tablets,10TAB,114.585
METPURE XL 12.5,metpure xl 12.5,tablets,10,66.125
METPURE-XL 25,metpure-xl 25,tablets,1*10,85.52
METPURE XL 50,metpure xl 50,tablets,10TAB,109.065
METROGYL 200MG TAB,metrogyl 200mg tab,tablets,1*15,9.621
METROGYL 400MG TAB,metrogyl 400mg tab,tablets,1*15,17.514
METROGYL COMPOUND PLUS TAB,metrogyl compound plus tab,tablets,10TAB,70.265
METROGYL ER 600 TAB,metrogyl er 600 tab,tablets,1*10,43
METROMAX AM 50,metromax am 50,tablets,1*10,87.555
METROMAX XL 25,metromax xl 25,tablets,1*10,32.59
METROMAX XL 50,metromax xl 50,tablets,10TAB,48.6
METSMALL 500MG,metsmall 500mg,tablets,28TAB,36.9544
METWON XR 25,metwon xr 25,tablets,1*10,25.733
MET XL 25,met xl 25,tablets,20,69.134
MET XL 50,met xl 50,tablets,20TAB,99.406
METZOK-12.5,metzok-12.5,tablets,10TAB,22.187
METZOK-25,metzok-25,tablets,1*10,33.857
METZOK-50,metzok-50,tablets,1*10,48.517
MEVA SR,meva sr,tablets,15,219.8055
MICROCEF-100 DT TAB,microcef-100 dt tab,tablets,1*10,92.16
MICROCEF-200 DT MG,microcef-200 dt mg,tablets,10*10,111.71
MICROCEF-50 DT,microcef-50 dt,tablets,10TAB,56.205
MICROCEF-CV 100 TAB,microcef-cv 100 tab,tablets,1*10,178.16
MICROCEF-CV 200 TAB,microcef-cv 200 tab,tablets,1*10,192
MICROCEF O TAB,microcef o tab,tablets,1*10,122.89
MIFEGEST KIT TAB,mifegest kit tab,tablets,1*1KIT,65.015
MIFEONE 10MG,mifeone 10mg,tablets,14CAP,543.2798
MIGHTY,mighty,tablets,4,82.3352
MIGON PLUS TAB,migon plus tab,tablets,10TAB,62.09
MIGON TAB,migon tab,tablets,10TAB,34.64
MIGRABETA PLUS,migrabeta plus,tablets,10,95.227
MIGRABETA TR 40 TAB,migrabeta tr 40 tab,tablets,15TAB,36.2295
MIGRACAP PLUS,migracap plus,tablets,10TAB,91.337
MIGRACAP TR 40,migracap tr 40,tablets,10TAB,38.84
MIGRAN TAB,migran tab,tablets,10TAB,29.636
MIGRAPAC TAB,migrapac tab,tablets,20TAB,98.4
MIGREST INSTA,migrest insta,tablets,15TAB,62.214
MILIXIM-200 TAB,milixim-200 tab,tablets,1*10,51
MILIXIM-CV 200 TAB,milixim-cv 200 tab,tablets,1*10,153.99
MILIXIM M TAB,milixim m tab,tablets,1*5,189.48
MILIXIM O 100 DT,milixim o 100 dt,tablets,1*10,49.92
MILIXIM O 400SR,milixim o 400sr,tablets,5,109.825
MILIXIM-O TAB,milixim-o tab,tablets,1*10,93.67
MILIXIM OZ,milixim oz,tablets,10TAB,100.32
MIMOD TAB,mimod tab,tablets,10TAB,172.8
MINIPRESS-XL 2.5MG,minipress-xl 2.5mg,tablets,1*30,318.915
MINIPRESS XL 5MG,minipress xl 5mg,tablets,1*30,361.446
MINTABRAIN,mintabrain,tablets,1*10,158.403
MIRNITE 15 TAB,mirnite 15 tab,tablets,10TAB,92.15
MIRTAZ 30,mirtaz 30,tablets,1*10,142.075
MIRTAZ 7.5 TAB,mirtaz 7.5 tab,tablets,1*10T,59.88
MIRTEE 15 MELTAB,mirtee 15 meltab,tablets,10TAB,80.95
MIRTEE MELTAB 7.5,mirtee meltab 7.5,tablets,10TAB,36.34
MODLIP-10,modlip-10,tablets,15TA\B,64.2105
MODLIP-ASG 75 TAB,modlip-asg 75 tab,tablets,1*10,21.72
MONADINE,monadine,tablets,10,106.44
MONIT 20,monit 20,tablets,1*15,42.1905
MONIT-30 SR,monit-30 sr,tablets,15TAB,60.3795
MONIT 60 SR,monit 60 sr,tablets,10TAB,53.76
MONIT GTN-2.6,monit gtn-2.6,tablets,30TAB,145.916
MONLEVO TAB,monlevo tab,tablets,1*10,108.975
MONOCEF O-50 TAB,monocef o-50 tab,tablets,1*10,44.46
MONOCEF O CV 200/125 TAB,monocef o cv 200/125 tab,tablets,1*10,182.395
MONOCEF O CV DT TAB,monocef o cv dt tab,tablets,1*10,138.25
MONOCEF O KID 50 TAB,monocef o kid 50 tab,tablets,1*10,65.28
MONO ISORDIL 20,mono isordil 20,tablets,10TAB,25.62
MONOSPRIN 30,monosprin 30,tablets,10CAP,13.773
MONOTRATE 20MG,monotrate 20mg,tablets,1*10,27.9
MONTAIR-10,montair-10,tablets,15TAB,202.1205
MONTAIR 4MG,montair 4mg,tablets,15TAB,100.0905
MONTAIR 5MG,montair 5mg,tablets,15TAB,136.4355
MONTAIR FX TAB,montair fx tab,tablets,1*10,148.903
MONTAIR LC,montair lc,tablets,15TAB,191.856
MONTAIR LC KID,montair lc kid,tablets,10TAB,74.77
MONTAIR PLUS,montair plus,tablets,10TAB,147.977
MONTEK FX,montek fx,tablets,1*10,119.03
MONTEK LC TAB,montek lc tab,tablets,1*10,125.57
MONTEMAC-FX,montemac-fx,tablets,1*10,134.325
MONTEMAC L-KID TAB,montemac l-kid tab,tablets,10TAB,49.845
MONTEMAC-L TAB,montemac-l tab,tablets,10TAB,94.465
MONTICOPE A,monticope a,tablets,10TAB,108.83
MONTICOPE TAB,monticope tab,tablets,1*10,63.938
MONTINA L TAB,montina l tab,tablets,1*10,40.024
MONTRAL,montral,tablets,10 TAB,105.985
MONTRAL KID,montral kid,tablets,10TAB,59.34
MOVON-SP TAB,movon-sp tab,tablets,1*10,62.515
MOXIKIND CV 375 TAB,moxikind cv 375 tab,tablets,1*10,115.19
MOXIKIND CV 625 TAB,moxikind cv 625 tab,tablets,1*10,96.34
MOXIKIND CV KID,moxikind cv kid,tablets,1*10,48.54
MOXON 0.3,moxon 0.3,tablets,1*10,70.605
MOXOVAS 0.2,moxovas 0.2,tablets,10TAB,59.415
MOXOVAS 0.3,moxovas 0.3,tablets,1*10,74.345
MOZA PLUS,moza plus,tablets,10TAB,92.93
MOZEL-DSR CAP,mozel-dsr cap,tablets,1*10,63.19
MPREG 300 SR,mpreg 300 sr,tablets,10TAB,278.837
MPREG-SR,mpreg-sr,tablets,10TAB,249.813
MTXR-25,mtxr-25,tablets,10TABS,33.804
MTXR 50MG,mtxr 50mg,tablets,10TAB,51.597
MULTIPREX CAP,multiprex cap,tablets,10CAP,14.008
MYCOBUTAL 800 TAB,mycobutal 800 tab,tablets,1*10,35.427
MYCOCOX TAB,mycocox tab,tablets,1*10,48.64
MYCURIT-3,mycurit-3,tablets,10,27.723
MYCURIT-4 TAB,mycurit-4 tab,tablets,1*6,21.9984
MYLAMIN CAP,mylamin cap,tablets,1*10,39.47
MYLAMIN GN,mylamin gn,tablets,1*10,126.725
MYONIT SR 2.6,myonit sr 2.6,tablets,30TAB,162.83
MYOPROL XL 25,myoprol xl 25,tablets,10TAB,31.305
MYOPROL XL 50,myoprol xl 50,tablets,10TAB,48.535
MYORIL 4MG CAP,myoril 4mg cap,tablets,1*10,167.535
MYORIL 8MG,myoril 8mg,tablets,1*10,282.59
MYOSONE-50MG,myosone-50mg,tablets,1*10,76.8
MYOSONE PLUS,myosone plus,tablets,6,53.22
MYOSPAS,myospas,tablets,1*10,94.8
MYOSPAS-D TAB,myospas-d tab,tablets,1*10,165.91
MYOSPAS F,myospas f,tablets,10TAB,78.96
MYOSPAZ FORTE TAB,myospaz forte tab,tablets,1*10,180.57
MYOSPAZ TAB,myospaz tab,tablets,1*10,91.95
MYOSTAAL FORTE TAB,myostaal forte tab,tablets,1*30,128.001
MYOTAN 40,myotan 40,tablets,1*10,71.39
MYOTAN 80,myotan 80,tablets,10,127.627
MYOTAN CT 40/12.5,myotan ct 40/12.5,tablets,1*10,100.157
MYOTAN CT 40/6.25,myotan ct 40/6.25,tablets,1*10,95.007
MYOTAOP P,myotaop p,tablets,10,114.047
NAPRA D 500 TAB,napra d 500 tab,tablets,1*10,68.74
NAPROSYN-250 TAB,naprosyn-250 tab,tablets,1*15,25.1205
NAPROSYN 500,naprosyn 500,tablets,1*15,43.8105
NAPROSYN D250,naprosyn d250,tablets,10TAB,39.22
NATRILIX-SR 1.5MG,natrilix-sr 1.5mg,tablets,1*10,83.713
NAXDOM 250,naxdom 250,tablets,1*10,45.013
NAXDOM 500,naxdom 500,tablets,10TAB,60.673
NEBI 5,nebi 5,tablets,10TAB,62.975
NEBI AM,nebi am,tablets,10TAB,75.26
NEBICARD 2.5 TAB TORR,nebicard 2.5 tab torr,tablets,1*15,96.714
NEBICARD 5,nebicard 5,tablets,1*10,103.695
NEBICARD H TAB,nebicard h tab,tablets,1*15,157.2465
NEBICARD SM,nebicard sm,tablets,1*10,127.9
NEBICARD T,nebicard t,tablets,1*10,0
NEBI H,nebi h,tablets,10,63.73
NEBIPIL 5 TAB,nebipil 5 tab,tablets,1*10,89.87
NEBIPIL H,nebipil h,tablets,10TAB,108.51
NEBISTAR 2.5,nebistar 2.5,tablets,1*15,86.8695
NEBISTAR 5MG TAB,nebistar 5mg tab,tablets,1*15,141.39
NEBISTAR H TAB,nebistar h tab,tablets,1*15,169.74
NEBISTAR SA 1*15,nebistar sa 1*15,tablets,15TAB,180.36
NEBULA 5,nebula 5,tablets,10,102.96
NEKSIUM 40 TAB,neksium 40 tab,tablets,1*10,79.87
NEKSIUM D 40,neksium d 40,tablets,1*10,103.707
,,tablets,,
NEERI TAB,neeri tab,tablets,30*1,100.425
NEFITA TAB,nefita tab,tablets,10TAB,92.733
NEFROSAVE,nefrosave,tablets,15,137.61
NEFROSAVE FORTE,nefrosave forte,tablets,1*10,245.7705
NEO-MARCAZOLE 5,neo-marcazole 5,tablets,100TAB,194.53
NEO-MERCAZOLE 10 TAB,neo-mercazole 10 tab,tablets,1*100,379.01
NEOSTEP TAB,neostep tab,tablets,1*10,9.313
NEO TAB,neo tab,tablets,75TAB,94.47
NERVECAL PLUS,nervecal plus,tablets,1*10,175.4
NERVIDOX TAB,nervidox tab,tablets,10TAB,83.703
NERVITE PLUS,nervite plus,tablets,10TAB,148.225
NERVITE TAB,nervite tab,tablets,1*10,139.02
NERVITOP TAB,nervitop tab,tablets,10TAB,92.16
NERVUP OD CAP,nervup od cap,tablets,1*10,120.72
NERVZ-B CAP,nervz-b cap,tablets,10CAP,148.225
NERVZ CAP,nervz cap,tablets,10CAP,125.95
NEUGABA 150MG,neugaba 150mg,tablets,10CAP,175.203
NEUGABA 75,neugaba 75,tablets,10CAP,107.087
NEUGABA M 75,neugaba m 75,tablets,10TAB,100.605
NEUROBION FORTE 1*30,neurobion forte 1*30,tablets,30TAB,24.51
NEUROCETAM 800MG,neurocetam 800mg,tablets,10,131.327
NEUROCETAM PLUS,neurocetam plus,tablets,1*10,366.13
NEUROKEM NT,neurokem nt,tablets,10,122.505
NEUROKEM NT 50,neurokem nt 50,tablets,10TAB,89.47
NEURO LV,neuro lv,tablets,10TAB,132.57
NEURO PNT,neuro pnt,tablets,10TAB,128.377
NEUROTRAT LM,neurotrat lm,tablets,10TAB,88.68
NEUROTRAT NP,neurotrat np,tablets,10,157.743
NEUROVIN TAB,neurovin tab,tablets,1*10,82.94
NEWCITA LITE,newcita lite,tablets,10TAB,77.2
NEWCITA PLUS,newcita plus,tablets,1*10,114.82
NEWTEL H 40,newtel h 40,tablets,10TAB,30.745
NEXIRON LP TAB,nexiron lp tab,tablets,1*10,70.092
NEXITO 10,nexito 10,tablets,10TAB,69.673
NEXITO 20,nexito 20,tablets,10,108.815
NEXITO 5,nexito 5,tablets,10TAB,39.137
NEXITO LS,nexito ls,tablets,10,87.683
NEXITO PLUS,nexito plus,tablets,1*10,72.967
NEXOVAS 10,nexovas 10,tablets,10,72.185
NEXPRO 20 TAB,nexpro 20 tab,tablets,1*15,59.0655
NEXPRO 40 TAB,nexpro 40 tab,tablets,1*15,104.925
NEXPRO FAST 40,nexpro fast 40,tablets,10TAB,97.64
NEXPRO L TAB,nexpro l tab,tablets,1*10,181.783
NEXPRO RD 20 TAB,nexpro rd 20 tab,tablets,1*10,75.26
NEXPRO RD 40 TAB,nexpro rd 40 tab,tablets,1*10,112.905
NEXSTAR CAP,nexstar cap,tablets,10CAP,156.353
NICARDIA RETARD 10,nicardia retard 10,tablets,1*15,27.0105
NICARDIA RETARD 20,nicardia retard 20,tablets,1*15,36.27
NICARDIA XL 30,nicardia xl 30,tablets,10TAB,94.154
NICIP PLUS,nicip plus,tablets,1*10,9.501
NICIP TAB,nicip tab,tablets,1*10,5.501
NICOSTAR 10,nicostar 10,tablets,30TAB,270.14
NICOSTAR 10 TAB,nicostar 10 tab,tablets,1*20,163.96
NICOSTAR 5,nicostar 5,tablets,1*30,189.9667
NICOTEX 2 SUGARFREE GUM,nicotex 2 sugarfree gum,tablets,1*9,54.684
NICOTEX 4MG,nicotex 4mg,tablets,9GUMS,69.6231
NIDASE TAB,nidase tab,tablets,10TAB,53.685
NIFTAS 100MG,niftas 100mg,tablets,1*10,94.465
NIFTRAN CP 100,niftran cp 100,tablets,30CAP,210.46
NIKORAN 10,nikoran 10,tablets,20TAB,385.28
NIKORAN 5,nikoran 5,tablets,20TAB,229.6
NIKORAN OD 10,nikoran od 10,tablets,1,198.5088
NIMUCET GOLD,nimucet gold,tablets,10TAB,6.501
NIMULID TAB,nimulid tab,tablets,1*15,58.3245
NISE TAB,nise tab,tablets,1*15,67.305
NITE 10 TAB,nite 10 tab,tablets,1*10,32.28
NITE 5 TAB,nite 5 tab,tablets,10TAB,24.213
NITROBEST,nitrobest,tablets,10,60.96
NITROCONTIN 2.6,nitrocontin 2.6,tablets,1,195.3267
NITROFIX SR 30 TAB,nitrofix sr 30 tab,tablets,1*10,41.2
NITROFIX SR 60,nitrofix sr 60,tablets,1*10,50.4
NITROLONG-2.6,nitrolong-2.6,tablets,1*30,117.495
NITROLONG 6.4 TAB,nitrolong 6.4 tab,tablets,1*30,129.651
NITROVENTIN 2.6,nitroventin 2.6,tablets,30TAB,113.9
NIZONIDE 500 TAB,nizonide 500 tab,tablets,1*6,68.8878
NIZONIDE O  TAB,nizonide o  tab,tablets,1*10,102.48
NJIPOX CD TAB,njipox cd tab,tablets,10TAB,23.05
NJIPOX T N/A,njipox t n/a,tablets,1*10,24.578
NOBEL 200MG,nobel 200mg,tablets,1*10,39.345
NOBEL-MR 200+2MG,nobel-mr 200+2mg,tablets,1*10,57.61
NOBEL PLUS,nobel plus,tablets,1*10,38.743
NOBEL SPAS TAB,nobel spas tab,tablets,1*10,46.458
NOBEL TAB,nobel tab,tablets,1*10,23.506
NODON AM 5/5 TAB,nodon am 5/5 tab,tablets,15TAB,166.5855
NODON H,nodon h,tablets,10,115.58
NODOSIS-DS,nodosis-ds,tablets,1*15,52.377
NODOSIS TAB,nodosis tab,tablets,15TAB,30.3525
NOFLUX CAPS,noflux caps,tablets,10,57.7
NOREP MD 0.05,norep md 0.05,tablets,10TAB,27.137
NORFLOX-200 TAB,norflox-200 tab,tablets,1*10,22.665
NORFLOX 400MG TAB,norflox 400mg tab,tablets,1*10,41.297
NORFLOX-TZ TAB,norflox-tz tab,tablets,1*10,55.668
NORGAP-N,norgap-n,tablets,10TAB,11.2
NORGEST TAB,norgest tab,tablets,1*10,39.79
NORMAXIN MB,normaxin mb,tablets,1*10,72.185
NORMAXIN-RT TAB,normaxin-rt tab,tablets,1*10,40.637
NORMAXIN TAB,normaxin tab,tablets,1*10,17.667
NOR METROGYL PLUS,nor metrogyl plus,tablets,10,61.445
NORTRYPTOMER-P,nortryptomer-p,tablets,10TAB,138.235
NORTRYPTOMER-P SR 50 TAB,nortryptomer-p sr 50 tab,tablets,1*10,84.08
NORTRYPTOMER-P SR 75 TAB,nortryptomer-p sr 75 tab,tablets,1*10,152.065
NOVAMOX-250 DT TAB,novamox-250 dt tab,tablets,1*15,97.32
NOVAMOX 250 MG CAP,novamox 250 mg cap,tablets,1*15,25.053
NOVAMOX-500 CAP,novamox-500 cap,tablets,1*15,74.7615
NOVAMOX CV 625,novamox cv 625,tablets,1*10,136.067
NOVASTAT  10,novastat  10,tablets,15,161.28
NOVASTAT 20,novastat 20,tablets,15TAB,376.125
NOVASTAT GOLD TAB,novastat gold tab,tablets,1*10,115.955
NOVELON TAB,novelon tab,tablets,1*21,167.4246
N.R.BRAIN CAP,n.r.brain cap,tablets,1*10,74.48
NUBETA 2.5MG,nubeta 2.5mg,tablets,10TAB,50.437
NUCORT-M4 TAB,nucort-m4 tab,tablets,1*10,32.875
NUCORT M8 TAB,nucort m8 tab,tablets,1*10,42
NUCOXIA 120 TAB,nucoxia 120 tab,tablets,1*10,136.15
NUCOXIA 60MG,nucoxia 60mg,tablets,15TAB,125.0355
NUCOXIA 90 1*15,nucoxia 90 1*15,tablets,15TAB,182.7105
NUCOXIA D3,nucoxia d3,tablets,1*10,127.56
NUCOXIA MR 4 TAB,nucoxia mr 4 tab,tablets,1*10,164.717
NUCOXIA MR 8MG TAB,nucoxia mr 8mg tab,tablets,1*10,228.17
NUCOXIA P,nucoxia p,tablets,15,140.3865
NUFLAM RB,nuflam rb,tablets,10,72.965
NUFLAM-TH 8,nuflam-th 8,tablets,1*5,115.19
NUFORCE 150 TAB,nuforce 150 tab,tablets,1*2,15.712
NUFORCE 200,nuforce 200,tablets,1*2,25.708
NUFORCE 400,nuforce 400,tablets,1*1,19.643
NUFORCE 50MG,nuforce 50mg,tablets,2TAB,13.81
NUFORCE CD3,nuforce cd3,tablets,3,77.25
NUMLO-AT TAB,numlo-at tab,tablets,15TAB,133.935
NUPENTA DSR CAP,nupenta dsr cap,tablets,10CAP,92.935
NUPENTA-TAB,nupenta-tab,tablets,1*10,31.87
NUROCOL,nurocol,tablets,10,446.83
NURODAY-D3,nuroday-d3,tablets,10TAB,182.02
NURODAY-H,nuroday-h,tablets,1*10,159.36
NURODAY P SR+,nuroday p sr+,tablets,10,138.625
NURODAY TAB 1500,nuroday tab 1500,tablets,1*10,135.945
NUROKIND-D3 TAB,nurokind-d3 tab,tablets,1*10,108.83
NUROKIND FORTE TAB,nurokind forte tab,tablets,1*15,79.833
NUROKIND G 100NEW,nurokind g 100new,tablets,10,49.397
NUROKIND GOLD RF CAP,nurokind gold rf cap,tablets,1*10,68.923
NUROKIND G TAB,nurokind g tab,tablets,1*10,109.74
NUROKIND-LC TAB,nurokind-lc tab,tablets,1*15,136.3005
NUROKIND-MORE TAB,nurokind-more tab,tablets,1*10,45.01
NUROKIND-NEXT TAB,nurokind-next tab,tablets,1*10,99.767
NUROKIND OD TAB,nurokind od tab,tablets,1*20,101.38
NUROKIND PLUS RF TAB,nurokind plus rf tab,tablets,1*10,66.933
NUROKINND MORE,nurokinnd more,tablets,10,0
NUROSTIM CAP,nurostim cap,tablets,10CAP,132.635
NUROVITA OD,nurovita od,tablets,10TAB,90.767
NUTROLIN-B PLUS CAP,nutrolin-b plus cap,tablets,1*15,32.055
NUTROLIN-B TAB,nutrolin-b tab,tablets,1*10,20.73
NVM DOLO,nvm dolo,tablets,10,76.805
NVM-M12 OD TAB,nvm-m12 od tab,tablets,1*10,63.365
NVM TAB,nvm tab,tablets,1*30,36.291
O2H TAB,o2h tab,tablets,1*10,63.23
O2 TAB,o2 tab,tablets,10TAB,105.4
OBENYL,obenyl,tablets,30TAB,68.355
OBESET 120,obeset 120,tablets,10,280
OBIMET 500MG 15TAB,obimet 500mg 15tab,tablets,15TAB,24.015
OBIMET GX1,obimet gx1,tablets,15,93.6345
OBIMET SR 1GM,obimet sr 1gm,tablets,15TAB,45.9495
OBIMET SR TAB,obimet sr tab,tablets,15TAB,25.0305
OCID 20 CAP,ocid 20 cap,tablets,1*20,37.996
OCID-D CAP,ocid-d cap,tablets,1*10,96.45
OCID DSR CAP,ocid dsr cap,tablets,1*10,96.453
OCID L,ocid l,tablets,10,111.07
OCID QRS 20,ocid qrs 20,tablets,1*20,84.43
OCUVIR 200 DT,ocuvir 200 dt,tablets,10TAB,55.16
OCUVIR 400 DT,ocuvir 400 dt,tablets,1*5,49.652
OCUVIR 800DT,ocuvir 800dt,tablets,5,127.49
OCUVIR SR 1.2G,ocuvir sr 1.2g,tablets,1,148.6883
ODICON 150,odicon 150,tablets,1,5.376
ODIMONT-FX,odimont-fx,tablets,10TAB,82.94
ODIMONT-LC,odimont-lc,tablets,15TAB,171.39
ODOXIL 125 DT TAB,odoxil 125 dt tab,tablets,1*10,12.975
ODOXIL 250 DT TAB,odoxil 250 dt tab,tablets,1*10,26.395
ODOXIL 500MG,odoxil 500mg,tablets,1*10,30.867
OFCAN-CX,ofcan-cx,tablets,10,86.925
OFLOKEM 200 TAB,oflokem 200 tab,tablets,1*10,12.503
OFLOMAC 100 TAB,oflomac 100 tab,tablets,1*10,32.26
OFLOMAC 200MG,oflomac 200mg,tablets,1*10,43.093
OFLOMAC 300MG,oflomac 300mg,tablets,1*10,92.935
OFLOMAC-OZ TAB,oflomac-oz tab,tablets,1*10,103.68
OFLOMAC TZ,oflomac tz,tablets,10TAB,67.2
OLAN-10,olan-10,tablets,10TAB,40.697
OLAN 5 TAB,olan 5 tab,tablets,1*10,23.507
OLAPAX 10,olapax 10,tablets,10,50.062
OLAPAX MD 5,olapax md 5,tablets,1*10,33.06
OLAY 2.5 TAB,olay 2.5 tab,tablets,1*10,22.13
OLAY 5 TAB,olay 5 tab,tablets,1*10,29.185
OLAY FORTE,olay forte,tablets,10TAB,72.673
OLAY PLUS TAB,olay plus tab,tablets,10TAB,58.39
OLEANZ 10,oleanz 10,tablets,1*10,62.075
OLEANZ 2.5,oleanz 2.5,tablets,1*10,26.12
OLEANZ 5,oleanz 5,tablets,10TAB,33.407
OLEANZ PLUS,oleanz plus,tablets,10TAB,69.84
OLEANZ RT 10,oleanz rt 10,tablets,1*10,57.425
OLEANZ RT 15,oleanz rt 15,tablets,10,111.745
OLEANZ RT 5,oleanz rt 5,tablets,1*10,33.76
OLEPTAL 600,oleptal 600,tablets,10,146.373
OLEPTAL DT 150 TAB,oleptal dt 150 tab,tablets,1*15,74.2605
OLEPTAL DT 300 TAB,oleptal dt 300 tab,tablets,1*10,85.48
OLEPTAL DT 450 TAB,oleptal dt 450 tab,tablets,1*10,114.82
OLIZA 2.5,oliza 2.5,tablets,10TAB,21.423
OLIZA 5,oliza 5,tablets,10TAB,30.82
OLKEM 20 AM,olkem 20 am,tablets,15TAB,152.4
OLKEM 40,olkem 40,tablets,1*15,260.4
OLKEM 40 AM,olkem 40 am,tablets,15TAB,282.4005
OLKEM TRIO 6.25,olkem trio 6.25,tablets,10TAB,114.8
OLMARK-10,olmark-10,tablets,10TAB,52.23
OLMARK-20,olmark-20,tablets,15TAB,119.0295
OLMARK 40,olmark 40,tablets,15TAB,201.7995
OLMARK A,olmark a,tablets,10TAB,104.11
OLMARK CT 20,olmark ct 20,tablets,10TAB,80.64
OLMARK CT 40,olmark ct 40,tablets,10TAB,143.616
OLMARK H 40,olmark h 40,tablets,15TAB,228.1395
OLMAT 20 AMH,olmat 20 amh,tablets,10TAB,107.52
OLMAT 20 CT,olmat 20 ct,tablets,10TAB,80.25
OLMAT-40,olmat-40,tablets,10TAB,111.947
OLMAT-40 AMH,olmat-40 amh,tablets,10,161.28
OLMAT 40 H,olmat 40 h,tablets,10TAB,178.98
OLMEBLU 20,olmeblu 20,tablets,15TAB,36.87
OLMECIP-H TAB,olmecip-h tab,tablets,1*10,103.58
OLMESAR 20 TAB,olmesar 20 tab,tablets,1*15,132.0945
OLMESAR A40,olmesar a40,tablets,15Tab,217.3455
OLMESAR A TAB,olmesar a tab,tablets,1*15,162.81
OLMESAR CH 20,olmesar ch 20,tablets,10TAB,96.38
OLMESAR CH 40,olmesar ch 40,tablets,10TAB,172.347
OLMESAR H,olmesar h,tablets,15,140.5395
OLMESAR H 40,olmesar h 40,tablets,1*15,253.4295
OLMESAR M 25,olmesar m 25,tablets,10TAB,104.445
OLMETIME-40,olmetime-40,tablets,10TAB,68.017
OLMETIME CT 40,olmetime ct 40,tablets,10TAB,92.933
OLMETOR-H,olmetor-h,tablets,10TAB,92.24
OLMETRACK H,olmetrack h,tablets,10TAB,77.1
OLMEWON H 20,olmewon h 20,tablets,10,75.653
OLMEWON H 40,olmewon h 40,tablets,1*10,92.15
OLMEWON PLUS 40,olmewon plus 40,tablets,1*10,121.615
OLMEZEST 10 TAB,olmezest 10 tab,tablets,1*10,57.595
OLMEZEST-20,olmezest-20,tablets,1*10,79.493
OLMEZEST 40,olmezest 40,tablets,10TAB,137.09
OLMEZEST AM,olmezest am,tablets,10TAB,102.438
OLMEZEST H 40,olmezest h 40,tablets,10TAB,153.605
OLMIN 10,olmin 10,tablets,10TAB,45.75
OLMIN 20 CH,olmin 20 ch,tablets,10TAB,94.445
OLMIN 20 H,olmin 20 h,tablets,10,73.083
OLMIN 20 TAB,olmin 20 tab,tablets,1*10,77.91
OLMIN 40 CH TAB,olmin 40 ch tab,tablets,1*10,157.425
OLMIN 40 H TAB,olmin 40 h tab,tablets,1*10,154.6
OLMIN 40 TAB,olmin 40 tab,tablets,1*10,112.44
OLMIN TRIO,olmin trio,tablets,1*10,106.51
OLMIN TRIO 40,olmin trio 40,tablets,10TAB,157.593
OLMY 20,olmy 20,tablets,1*10,98.533
OLOKEM-200 TAB,olokem-200 tab,tablets,1*10,11.502
OLONAZ 10,olonaz 10,tablets,10,45.699
OLONAZ 5,olonaz 5,tablets,1*10,26.013
OLSAR 20,olsar 20,tablets,1*15,133.6605
OLSAR-H 40MG TAB,olsar-h 40mg tab,tablets,10TAB,165.385
OLYMPRIX 20MG TAB,olymprix 20mg tab,tablets,15TAB,144.216
OLYMPRIX M 1000,olymprix m 1000,tablets,15TAB,174.4695
OLYMPRIX M 500,olymprix m 500,tablets,15TAB,167.703
OMECIP-D TAB,omecip-d tab,tablets,1*10,12.005
OMEE 20 CAP,omee 20 cap,tablets,20CAP,18.804
OMEE-D CAP,omee-d cap,tablets,15CAP,18.5025
OMEFOL CAP,omefol cap,tablets,15CAP,10.584
OMEZ 20MG,omez 20mg,tablets,1*20,41.53
OMEZ DSR CAP,omez dsr cap,tablets,1*15,121.497
OMIDOM CAP,omidom cap,tablets,10TAB,43.727
ONDEM MD 4,ondem md 4,tablets,10TAB,40.191
ONDEM MD 8,ondem md 8,tablets,10TAB,82.145
ONDERO 5MG,ondero 5mg,tablets,1*10,403.37
ONDERO MET 2.5/1000 TAB,ondero met 2.5/1000 tab,tablets,1*10,219.215
ONDERO MET 2.5/500MG,ondero met 2.5/500mg,tablets,1*10,210.74
ONIZ 500,oniz 500,tablets,1*10,70.49
ORATIL 250,oratil 250,tablets,1*10,158.6
ORATIL 500,oratil 500,tablets,1*10,302.59
ORATIL-CV 250 TAB,oratil-cv 250 tab,tablets,1*10,261.13
ORATIL CV 500,oratil cv 500,tablets,10TAB,450.56
ORCIBEST 10MG,orcibest 10mg,tablets,15TAB,112.2285
OROFER XT TAB,orofer xt tab,tablets,1*10,107.49
ORTHOCORT 12,orthocort 12,tablets,6TAB,103.065
ORTHOCORT 6,orthocort 6,tablets,10TAB,86.6
OSIL CAP 500MG,osil cap 500mg,tablets,1*10,125.453
OSIL PLUS,osil plus,tablets,10,162.645
OSSOPAN 500 TAB,ossopan 500 tab,tablets,1*15,72.6405
OSTEBON PLUS,ostebon plus,tablets,1*20,56.05
OSTEOFOS 35,osteofos 35,tablets,4TAB,89.67
OSTEOFOS 70,osteofos 70,tablets,4TAB,149.02
OSTOCALCIUM TAB,ostocalcium tab,tablets,1*30,132.8233
